,laptop_ID,Company,Product,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_euros,Touchscreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu_brand,log_price
1019,1033,HP,EliteBook 1040,Notebook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.43,2229.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,7.709308333385869
1020,1034,Dell,Inspiron 5568,2 in 1 Convertible,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,Windows 10,2.08,795.99,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,6.6795866229514
1021,1035,Toshiba,Portégé Z30-C-16K,Ultrabook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 10,1.2,1590.0,0,0,165.6321180513006,Intel Core i5,0,256,Intel,7.371489295214277
1022,1036,HP,Spectre 13-V100nv,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.11,1149.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,7.046647277848756
1023,1037,HP,ProBook 440,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 930MX,Windows 10,1.64,1185.43,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,7.0778608569464385
1024,1038,Dell,Latitude E5570,Notebook,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,Windows 10,2.09,1046.44,0,0,141.21199808219862,Intel Core i5,500,0,Intel,6.953149206272022
1025,1039,HP,Elitebook 820,Ultrabook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,1.26,1559.0,0,0,125.36742798669837,Intel Core i5,0,256,Intel,7.351799869057777
1026,1040,HP,ProBook 650,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,2.31,1189.0,0,0,111.93520355955211,Intel Core i5,500,0,Intel,7.080867896690782
1027,1041,HP,ProBook 640,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,1.95,1060.0,0,0,111.93520355955211,Intel Core i5,500,0,Intel,6.966024187106113
1028,1042,Dell,XPS 13,Ultrabook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.29,1624.0,1,0,276.053530085501,Intel Core i5,0,256,Intel,7.392647520721623
1029,1043,HP,Probook 470,Notebook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 930MX,Windows 10,2.63,1080.0,0,0,127.33567457123111,Intel Core i5,0,256,Nvidia,6.984716320118266
1030,1044,HP,ProBook 440,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,1.64,973.0,0,0,111.93520355955211,Intel Core i5,0,256,Intel,6.880384082186005
1031,1045,Acer,Aspire 3,Notebook,AMD A9-Series 9420 3GHz,6,AMD Radeon R5,Windows 10,2.1,409.0,0,0,100.45466986113651,AMD Processor,1000,0,AMD,6.013715156042802
1032,1046,MSI,GL72M 7RDX,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.7,1191.8,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.083220048312879
1033,1047,HP,Probook 640,Notebook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 7,1.95,1195.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.085901464365611
1034,1048,HP,EliteBook 850,Notebook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.84,1228.99,0,0,141.21199808219862,Intel Core i7,0,256,Intel,7.1139479728364305
1035,1049,HP,EliteBook 820,Ultrabook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.26,1349.0,0,0,176.23257360658386,Intel Core i7,0,256,Intel,7.207118856207756
1036,1050,HP,ProBook 450,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,2.04,742.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,6.60934924316738
1037,1051,Toshiba,Tecra Z40-C-136,Ultrabook,Intel Core i7 6600U 2.6GHz,8,Intel HD Graphics 520,Windows 10,1.47,1725.0,0,1,157.3505121487356,Intel Core i7,0,256,Intel,7.45298232946546
1038,1052,Dell,Latitude E5570,Notebook,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,Windows 7,2.09,1062.95,0,0,141.21199808219862,Intel Core i5,0,256,Intel,6.968803340547071
1039,1053,HP,ProBook 440,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,1.64,1010.51,0,0,157.3505121487356,Intel Core i5,0,256,Intel,6.918210432885754
1040,1054,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,4,Intel HD Graphics 520,Windows 10,1.8,847.0,1,1,141.21199808219862,Intel Core i7,0,256,Intel,6.741700694652055
1041,1055,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,Intel Atom X5-Z8350 1.44GHz,2,Intel HD Graphics 400,Windows 10,1.45,210.8,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,5.350909816667207
1042,1056,Toshiba,Tecra A50-C-218,Notebook,Intel Core i7 6500U 2.5GHz,16,Nvidia GeForce 930M,Windows 10,2.4,1425.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,7.261927092702751
1043,1057,Lenovo,Thinkpad L560,Notebook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 10,2.3,1049.6,0,0,141.21199808219862,Intel Core i5,0,256,Intel,6.956164418189824
1044,1058,HP,EliteBook 840,Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,1.54,1000.0,0,0,157.3505121487356,Intel Core i5,500,0,Intel,6.907755278982137
1045,1059,HP,EliteBook 850,Notebook,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,Windows 10,1.84,2103.34,0,0,141.21199808219862,Intel Core i5,500,256,Intel,7.651281836434234
1046,1060,HP,EliteBook 1040,Notebook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 7,1.43,1469.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.292337176173877
1047,1061,MSI,GT72S Dominator,Gaming,Intel Core i7 6820HK 2.7GHz,16,Nvidia GeForce GTX 980M,Windows 10,3.78,1545.64,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.343193343040559
1048,1062,Lenovo,IdeaPad Y900-17ISK,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2289.99,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.736302729726524
1049,1063,Asus,Chromebook C202SA,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,Chrome OS,1.2,287.9,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,5.66261319761813
1050,1064,Lenovo,ThinkPad X1,Notebook,Intel Core i7 6600U 2.6GHz,16,Intel HD Graphics 520,Windows 7,1.1,2620.0,0,1,209.8006828649808,Intel Core i7,0,256,Intel,7.8709295967551425
1051,1065,HP,Noteb Pav,Notebook,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,Windows 10,1.91,979.0,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,6.88653164253051
1052,1066,Dell,Inspiron 5578,2 in 1 Convertible,Intel Core i5 7200U 2.7GHz,8,Intel HD Graphics 620,Windows 10,2.3,1094.0,1,1,141.21199808219862,Intel Core i5,0,256,Intel,6.9975959829819265
1053,1067,HP,ProBook 450,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,Windows 10,2.04,979.0,0,0,100.45466986113651,Intel Core i5,0,256,Intel,6.88653164253051
1054,1068,Dell,XPS 13,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.2,2254.0,1,0,276.053530085501,Intel Core i7,0,1000,Intel,7.720461694599722
1055,1069,HP,ProBook 650,Notebook,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,Windows 10,2.31,705.15,0,0,100.45466986113651,Intel Core i3,500,0,Intel,6.55841054613825
1056,1070,HP,250 G5,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,No OS,1.96,499.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,6.212606095751519
1057,1071,Acer,Aspire ES1-523,Notebook,AMD A8-Series 7410 2.2GHz,8,AMD Radeon R5,Windows 10,2.4,449.0,0,0,100.45466986113651,AMD Processor,1000,0,AMD,6.1070228877422545
1058,1072,Dell,Inspiron 7378,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,12,Intel HD Graphics 620,Windows 10,1.6,1299.0,1,1,165.6321180513006,Intel Core i7,0,256,Intel,7.1693500166706
1059,1073,MSI,GT62VR 6RD,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1060,Windows 10,2.94,1819.0,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,7.506042178518122
1060,1074,HP,ProBook 450,Notebook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,2.04,1070.0,0,0,141.21199808219862,Intel Core i7,0,256,Intel,6.975413927455952
1061,1075,Asus,Rog G752VL-GC088D,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 965M,No OS,4,998.0,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,6.905753276311464
1062,1076,Dell,Inspiron 3567,Notebook,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics,Windows 10,2.25,559.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,6.326149473155099
1063,1077,Dell,Inspiron 5567,Notebook,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,Windows 10,2.32,989.99,0,0,141.21199808219862,Intel Core i7,2000,0,AMD,6.897694842067519
1064,1079,MSI,GS63VR 6RF,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1060,Windows 10,1.8,1929.0,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,7.564757012905729
1065,1080,Dell,XPS 13,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.29,1458.0,0,0,165.6321180513006,Intel Core i7,0,256,Intel,7.284820912568604
1066,1081,Asus,ROG G701VO,Gaming,Intel Core i7 6820HK 2.7GHz,64,Nvidia GeForce GTX 980 ,Windows 10,3.58,3975.0,0,1,127.33567457123111,Intel Core i7,0,1000,Nvidia,8.287780027088433
1067,1082,Dell,Inspiron 5368,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.62,798.01,1,0,165.6321180513006,Intel Core i7,0,256,Intel,6.682121128699613
1068,1083,Dell,Alienware 15,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 970M,Windows 10,3.21,1329.0,0,0,282.42399616439724,Intel Core i7,1000,256,Nvidia,7.192182058713246
1069,1084,Apple,"MacBook 12""",Ultrabook,Intel Core M 1.1GHz,8,Intel HD Graphics 515,Mac OS X,0.920,1300.0,0,1,226.41554716935852,Other Intel Processor,0,0,Intel,7.170119543449628
1070,1085,Dell,Latitude 3570,Notebook,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,Windows 10,2.06,481.98,0,0,100.45466986113651,Intel Core i3,500,0,Intel,6.177902619413776
1071,1086,HP,ProBook 650,Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,2.31,1199.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,7.089243155027514
1072,1087,HP,EliteBook 820,Ultrabook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 7,1.26,1199.0,0,0,176.23257360658386,Intel Core i5,0,256,Intel,7.089243155027514
1073,1088,HP,ProBook 430,Notebook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.49,1090.0,0,0,165.6321180513006,Intel Core i7,0,256,Intel,6.993932975223189
1074,1089,Lenovo,ThinkPad Yoga,Ultrabook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.3,1713.49,1,1,176.23257360658386,Intel Core i7,0,256,Intel,7.4462875052894635
1075,1090,Lenovo,IdeaPad 300-17ISK,Notebook,Intel Core i5 6200U 2.3GHz,8,AMD Radeon R5 M330,Windows 10,3.0,659.0,0,0,106.11306214269258,Intel Core i5,1000,0,AMD,6.490723534502507
1076,1091,Lenovo,Ideapad 700-15ISK,Notebook,Intel Core i5 6300HQ 2.3GHz,4,Nvidia GeForce GTX 950M,Windows 10,2.3,977.0,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,6.884486652042782
1077,1092,MSI,GT72VR Dominator,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,Windows 10,3.78,2499.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.823645930834952
1078,1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,2.1,540.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,6.29156913955832
1079,1094,HP,Probook 650,Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 7,2.31,940.0,0,0,141.21199808219862,Intel Core i5,500,0,Intel,6.84587987526405
1080,1095,Lenovo,Yoga 900S-12ISK,Ultrabook,Intel Core M 6Y75 1.2GHz,8,Intel HD Graphics 515,Windows 10,0.99,1399.0,1,1,234.9767648087785,Other Intel Processor,0,512,Intel,7.243512974665482
1081,1096,Lenovo,IdeaPad Y900-17ISK,Gaming,Intel Core i7 6820HK 2.7GHz,32,Nvidia GeForce GTX 980M,Windows 10,4.6,3240.0,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,8.083328608786376
1082,1097,Lenovo,Yoga Book,2 in 1 Convertible,Intel Atom x5-Z8550 1.44GHz,4,Intel HD Graphics 400,Windows 10,0.69,646.27,1,1,224.17380907857276,Other Intel Processor,0,0,Intel,6.471217373119395
1083,1098,HP,Spectre x360,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.3,2049.0,0,1,331.2642361026012,Intel Core i7,0,512,Intel,7.6251071482389
1084,1099,Dell,Vostro 3568,Notebook,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,Windows 10,2.18,750.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,6.620073206530356
1085,1100,HP,EliteBook 840,Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 7,1.54,1030.99,0,0,157.3505121487356,Intel Core i5,500,0,Intel,6.938274784648874
1086,1101,HP,ZBook 15u,Workstation,Intel Core i7 6500U 2.5GHz,8,AMD FirePro W4190M,Windows 7,1.9,1495.0,0,0,141.21199808219862,Intel Core i7,0,256,AMD,7.3098814858247865
1087,1102,Lenovo,ThinkPad T460,Notebook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 7,1.7,1199.0,0,0,157.3505121487356,Intel Core i5,0,180,Intel,7.089243155027514
1088,1103,HP,Chromebook 13,Notebook,Intel Pentium Dual Core 4405Y 1.5GHz,4,Intel HD Graphics 515,Chrome OS,1.29,615.0,0,0,276.053530085501,Other Intel Processor,0,0,Intel,6.421622267806518
1089,1104,Acer,Aspire ES1-523,Notebook,AMD A8-Series 7410 2.2GHz,4,AMD Radeon R5,Windows 10,2.4,387.0,0,0,100.45466986113651,AMD Processor,500,0,AMD,5.958424693029782
1090,1105,Dell,Inspiron 3552,Notebook,Intel Pentium Quad Core N3700 1.6GHz,4,Intel HD Graphics,Linux,2.2,393.49,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,5.975055654573933
1091,1106,HP,250 G6,Notebook,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,No OS,1.86,345.99,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,5.846409872905957
1092,1107,Asus,Rog GL702VM-GC354T,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,Windows 10,2.7,1599.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.377133712833954
1093,1108,Dell,Inspiron 5370,Ultrabook,Intel Core i5 8250U 1.6GHz,4,AMD Radeon 530,Windows 10,1.4,818.35,0,1,165.6321180513006,Intel Core i5,0,256,AMD,6.707290117951893
1094,1109,HP,Elitebook 820,Netbook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 7,2.4,1599.0,0,0,125.36742798669837,Intel Core i5,0,128,Intel,7.377133712833954
1095,1110,Acer,Aspire F5-573G,Notebook,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce GTX 950M,Windows 10,2.4,799.0,0,0,141.21199808219862,Intel Core i5,1000,256,Nvidia,6.683360945766275
1096,1111,Dell,Inspiron 5567,Notebook,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R7 M445,Windows 10,2.36,638.8,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,6.459591416340857
1097,1112,MSI,GS70 Stealth,Gaming,Intel Core i7 6700HQ 2.6GHz,8,Nvidia GeForce GTX 965M,Windows 10,2.6,1599.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,7.377133712833954
1098,1113,HP,250 G5,Notebook,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,Windows 10,1.96,500.0,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,6.214608098422191
1099,1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 980M,Windows 10,4.3,2299.0,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.740229524763182
1100,1115,Dell,Latitude E5270,Ultrabook,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,Windows 7,1.5,1135.15,0,0,125.36742798669837,Intel Core i3,500,0,Intel,7.0345200797736345
1101,1116,Dell,Latitude E5270,Ultrabook,Intel Core i3 6100U 2.3GHz,4,Intel HD Graphics 520,Windows 7,1.5,1166.97,0,0,125.36742798669837,Intel Core i3,0,128,Intel,7.062165925015253
1102,1117,Acer,Chromebook 15,Notebook,Intel Celeron Dual Core 3205U 1.5GHz,4,Intel HD Graphics,Chrome OS,2.20,209.0,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,5.342334251964811
1103,1118,HP,ZBook 17,Workstation,Intel Core i7 6700HQ 2.6GHz,8,AMD FirePro W6150M,Windows 7,3.0,2899.0,0,1,127.33567457123111,Intel Core i7,1000,0,AMD,7.972121128921655
1104,1119,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1199.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,7.089243155027514
1105,1120,Dell,Latitude E5270,Ultrabook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 7,1.5,1413.1,0,0,125.36742798669837,Intel Core i5,0,256,Intel,7.2535411515887
1106,1121,MSI,GE72 Apache,Gaming,Intel Core i7 6700HQ 2.6GHz,8,Nvidia GeForce GTX 960M,Windows 10,2.9,1511.19,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.3206526989075975
1107,1122,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Windows 10,2.1,867.0,1,1,141.21199808219862,Intel Core i5,0,256,Intel,6.7650389767805414
1108,1123,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,AMD A6-Series 9220 2.5GHz,4,AMD Radeon R4,Windows 10,2.1,398.0,0,0,141.21199808219862,AMD Processor,1000,0,AMD,5.986452005284438
1109,1124,Asus,Rog GL552VW-CN470T,Gaming,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 960M,Windows 10,2.59,1339.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,7.199678345691172
1110,1125,HP,EliteBook 1030,Notebook,Intel Core M 6Y54 1.1GHz,8,Intel HD Graphics 515,Windows 10,1.16,1699.0,1,0,276.053530085501,Other Intel Processor,0,256,Intel,7.4377951216719325
1111,1126,Dell,Vostro 3559,Notebook,Intel Core i5 6200U 2.3GHz,4,AMD Radeon R5 M315,Windows 7,2.24,769.15,0,0,100.45466986113651,Intel Core i5,500,0,AMD,6.64528600900176
1112,1127,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,Intel Core i3 6006U 2.0GHz,4,Intel HD Graphics 520,Windows 10,2.1,429.0,0,0,100.45466986113651,Intel Core i3,0,128,Intel,6.061456918928017
1113,1128,HP,Spectre Pro,Ultrabook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.16,1969.0,0,0,165.6321180513006,Intel Core i7,0,512,Intel,7.585281078639126
1114,1129,Lenovo,Yoga Book,2 in 1 Convertible,Intel Atom x5-Z8550 1.44GHz,4,Intel HD Graphics 400,Android,0.69,549.0,1,1,224.17380907857276,Other Intel Processor,0,0,Intel,6.3080984415095305
1115,1130,Dell,XPS 13,Ultrabook,Intel Core i7 7560U 2.4GHz,8,Intel Iris Plus Graphics 640,Windows 10,1.23,1379.0,0,0,165.6321180513006,Intel Core i7,0,256,Intel,7.229113877793302
1116,1131,Lenovo,IdeaPad Y900-17ISK,Gaming,Intel Core i7 6820HK 2.7GHz,16,Nvidia GeForce GTX 980M,Windows 10,4.6,2749.99,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,7.919352554290369
1117,1132,Razer,Blade Stealth,Ultrabook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.25,1029.0,1,0,352.4651472131677,Intel Core i7,0,256,Intel,6.9363427358340495
1118,1133,Toshiba,Portege X30-D-10K,Ultrabook,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,Windows 10,1.05,2226.0,0,0,165.6321180513006,Intel Core i7,0,512,Intel,7.70796153183549
1119,1134,Asus,Rog GL752VW-T4308T,Gaming,Intel Core i7 6700HQ 2.6GHz,8,Nvidia GeForce GTX 960M,Windows 10,3.52,1312.49,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,7.179681375389134
1120,1135,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,Intel Atom X5-Z8350 1.44GHz,4,Intel HD Graphics 400,Windows 10,1.35,196.0,0,0,165.6321180513006,Other Intel Processor,0,0,Intel,5.278114659230517
1121,1136,HP,Spectre Pro,Notebook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 10,1.16,1690.0,0,0,165.6321180513006,Intel Core i5,0,256,Intel,7.432483807917119
1122,1137,HP,EliteBook 1040,Notebook,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,Windows 7,1.43,1513.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,7.321849713788356
1123,1138,Dell,Latitude E5570,Notebook,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,Linux,2.09,523.63,0,0,100.45466986113651,Intel Core i5,500,0,Intel,6.260785328039943
1124,1139,Asus,VivoBook Max,Notebook,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,Windows 10,2,435.0,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,6.075346031088684
1125,1140,Lenovo,ThinkPad Yoga,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 10,1.8,1669.0,1,1,157.3505121487356,Intel Core i7,0,256,Intel,7.419979923661835
1126,1141,Lenovo,Yoga Book,2 in 1 Convertible,Intel Atom x5-Z8550 1.44GHz,4,Intel HD Graphics 400,Windows 10,0.69,479.0,1,1,224.17380907857276,Other Intel Processor,0,0,Intel,6.171700597410915
1127,1142,HP,EliteBook 820,Ultrabook,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,Windows 7,1.26,1895.0,0,0,125.36742798669837,Intel Core i5,0,256,Intel,7.546974117516527
1128,1143,Lenovo,Legion Y520-15IKBN,Gaming,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1060,No OS,2.4,989.0,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,6.8966943316227125
1129,1144,HP,Omen -,Gaming,Intel Core i5 6300HQ 2.3GHz,8,Nvidia GeForce GTX 1060,Windows 10,3.35,1129.0,0,1,127.33567457123111,Intel Core i5,1000,128,Nvidia,7.029087564149662
1130,1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,2.04,629.0,0,0,100.45466986113651,Intel Core i7,2000,0,Intel,6.444131256700441
1131,1146,Lenovo,ThinkPad P40,2 in 1 Convertible,Intel Core i7 6600U 2.6GHz,8,Nvidia Quadro M500M,Windows 7,1.8,2050.38,1,1,157.3505121487356,Intel Core i7,0,512,Nvidia,7.625780420807986
1132,1147,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,Windows 10,1.5,278.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,5.627621113690637
1133,1148,HP,250 G6,Ultrabook,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,Windows 10,1.84,752.0,0,0,141.21199808219862,Intel Core i7,0,256,Intel,6.62273632394984
1134,1149,Acer,Aspire E5-576G,Notebook,Intel Core i5 7200U 2.5GHz,4,Nvidia GeForce 940MX,Windows 10,2.23,616.0,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,6.423246963533519
1135,1150,Lenovo,IdeaPad 500-15ISK,Notebook,Intel Core i7 6500U 2.5GHz,16,AMD Radeon R7 M360,Windows 10,2.5,1099.0,0,0,141.21199808219862,Intel Core i7,0,0,AMD,7.002155954403621
1136,1151,HP,ZBook 17,Workstation,Intel Core i7 6700HQ 2.6GHz,8,Nvidia Quadro M3000M,Windows 7,3,3949.4,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,8.281318947623209
1137,1153,Dell,Inspiron 5567,Notebook,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R7 M445,Windows 10,2.5,784.0,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,6.664409020350408
1138,1154,MSI,GT72S Dominator,Gaming,Intel Core i7 6820HQ 2.7GHz,16,Nvidia GeForce GTX 980M,Windows 10,3.78,2399.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,7.782807262839695
1139,1155,HP,EliteBook 850,Ultrabook,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,Windows 7,1.88,2171.72,0,0,141.21199808219862,Intel Core i7,0,256,Intel,7.683274759299943
1140,1156,Lenovo,ThinkPad X1,2 in 1 Convertible,Intel Core i7 6600U 2.6GHz,16,Intel HD Graphics 520,Windows 10,2.8,2440.0,1,1,209.8006828649808,Intel Core i7,0,512,Intel,7.799753318287247
1141,1157,MSI,GP62M 7RDX,Gaming,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,Windows 10,2.4,1142.8,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,7.041236670356618
1142,1160,HP,Spectre Pro,2 in 1 Convertible,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,Windows 10,1.48,1629.0,1,0,165.6321180513006,Intel Core i5,0,256,Intel,7.395721608602045
